,State,County,Cases,Deaths,Date_of_minig
2934,TX,Wilson County,29,<20,2020-04-30
2935,NC,Carteret County,28,<20,2020-04-30
2936,VA,Floyd County,<20,0,2020-04-30
2937,VA,Radford city,<20,0,2020-04-30
2938,TX,Scurry County,<20,0,2020-04-30
2939,WV,Brooke County,<20,0,2020-04-30
2940,WV,Fayette County,<20,0,2020-04-30
2941,TX,Moore County,294,<20,2020-04-30
2942,TX,Shackelford County,0,0,2020-04-30
2943,VA,Bath County,0,0,2020-04-30
2944,WV,Wood County,39,<20,2020-04-30
2945,VA,Fairfax County,3278,114,2020-04-30
2946,TX,Smith County,139,<20,2020-04-30
2947,WA,Spokane County,350,20,2020-04-30
2948,WV,Gilmer County,<20,0,2020-04-30
2949,TX,Kleberg County,<20,<20,2020-04-30
2950,NC,Caswell County,<20,0,2020-04-30
2951,OH,Wyandot County,24,<20,2020-04-30
2952,WV,Clay County,0,0,2020-04-30
2953,MS,Harrison County,166,<20,2020-04-30
2954,VA,Henry County,<20,<20,2020-04-30
2955,TX,Bosque County,<20,0,2020-04-30
2956,VA,Highland County,<20,0,2020-04-30
2957,TX,Burleson County,<20,0,2020-04-30
2958,TX,Starr County,<20,0,2020-04-30
2959,TN,Meigs County,<20,0,2020-04-30
2960,UT,Juab County,<20,0,2020-04-30
2961,WV,Cabell County,41,0,2020-04-30
2962,UT,Statewide Unallocated,27,0,2020-04-30
2963,UT,Grand County,<20,0,2020-04-30
2964,TN,Polk County,<20,0,2020-04-30
2965,VA,Manassas Park city,53,<20,2020-04-30
2966,NC,Bertie County,38,<20,2020-04-30
2967,PA,Snyder County,33,<20,2020-04-30
2968,TX,Hidalgo County,310,<20,2020-04-30
2969,TX,Nolan County,<20,0,2020-04-30
2970,OK,Payne County,44,<20,2020-04-30
2971,VA,Charlottesville City,51,<20,2020-04-30
2972,TX,Lee County,<20,0,2020-04-30
2973,VA,Colonial Heights city,47,<20,2020-04-30
2974,NC,Cabarrus County,258,<20,2020-04-30
2975,WI,Marinette County,<20,<20,2020-04-30
2976,WI,Barron County,<20,0,2020-04-30
2977,WV,Greenbrier County,<20,0,2020-04-30
2978,WA,Statewide Unallocated,79,0,2020-04-30
2979,WI,Milwaukee County,2722,174,2020-04-30
2980,TX,Llano County,<20,0,2020-04-30
2981,TX,Swisher County,<20,0,2020-04-30
2982,UT,Rich County,0,0,2020-04-30
2983,NC,Cleveland County,46,<20,2020-04-30
2984,WI,Monroe County,<20,<20,2020-04-30
2985,TX,Lubbock County,504,43,2020-04-30
2986,TN,Hamilton County,149,<20,2020-04-30
2987,VA,Loudoun County,688,<20,2020-04-30
2988,NC,Clay County,<20,0,2020-04-30
2989,VA,Madison County,<20,0,2020-04-30
2990,TX,Tarrant County,2019,53,2020-04-30
2991,TX,Zavala County,<20,0,2020-04-30
2992,TX,Schleicher County,0,0,2020-04-30
2993,VA,Chesterfield County,488,<20,2020-04-30
2994,NC,Chatham County,274,<20,2020-04-30
2995,NC,Cherokee County,<20,<20,2020-04-30
2996,WV,Hancock County,<20,0,2020-04-30
2997,WV,Kanawha County,157,<20,2020-04-30
2998,WI,Menominee County,<20,0,2020-04-30
2999,WI,Oconto County,<20,0,2020-04-30
3000,WI,Burnett County,0,0,2020-04-30
3001,WI,Calumet County,<20,0,2020-04-30
3002,UT,Sanpete County,<20,0,2020-04-30
3003,TX,McCulloch County,<20,0,2020-04-30
3004,WA,Clallam County,<20,0,2020-04-30
3005,WI,Outagamie County,50,<20,2020-04-30
3006,WI,Marquette County,<20,<20,2020-04-30
3007,TN,Hancock County,0,0,2020-04-30
3008,WI,Ashland County,<20,0,2020-04-30
3009,WV,Lewis County,<20,0,2020-04-30
3010,UT,Morgan County,<20,0,2020-04-30
3011,WV,Hampshire County,<20,<20,2020-04-30
3012,WI,Bayfield County,<20,<20,2020-04-30
3013,VA,Middlesex County,<20,0,2020-04-30
3014,TX,Live Oak County,<20,0,2020-04-30
3015,WV,Hardy County,<20,0,2020-04-30
3016,UT,San Juan County,45,<20,2020-04-30
3017,UT,Sevier County,<20,0,2020-04-30
3018,TX,McLennan County,87,<20,2020-04-30
3019,VA,Louisa County,41,0,2020-04-30
3020,WA,Chelan County,96,<20,2020-04-30
3021,TX,McMullen County,0,0,2020-04-30
3022,UT,Piute County,0,0,2020-04-30
3023,WA,Adams County,46,0,2020-04-30
3024,WA,Columbia County,<20,0,2020-04-30
3025,WA,Asotin County,<20,<20,2020-04-30
3026,VA,Mecklenburg County,100,<20,2020-04-30
3027,TN,Hardin County,<20,0,2020-04-30
3028,WI,Buffalo County,<20,<20,2020-04-30
3029,TX,Loving County,0,0,2020-04-30
3030,VA,Montgomery County,54,<20,2020-04-30
3031,WI,Oneida County,<20,0,2020-04-30
3032,VA,Nelson County,<20,0,2020-04-30
3033,WA,Clark County,313,<20,2020-04-30
3034,NC,Alamance County,92,<20,2020-04-30
3035,WV,Logan County,<20,<20,2020-04-30
3036,WY,Washakie County,<20,0,2020-04-30
3037,TX,Waller County,31,0,2020-04-30
3038,TN,Franklin County,32,<20,2020-04-30
3039,NC,Brunswick County,43,<20,2020-04-30
3040,TX,Reagan County,0,0,2020-04-30
3041,TX,Real County,0,0,2020-04-30
3042,TX,Wilbarger County,<20,0,2020-04-30
3043,WV,Berkeley County,141,<20,2020-04-30
3044,TX,Willacy County,<20,<20,2020-04-30
3045,TX,Wood County,<20,0,2020-04-30
3046,TX,Zapata County,<20,0,2020-04-30
3047,UT,Duchesne County,<20,0,2020-04-30
3048,UT,Emery County,<20,0,2020-04-30
3049,TX,Madison County,<20,0,2020-04-30
3050,TX,Shelby County,101,0,2020-04-30
3051,VA,Essex County,<20,0,2020-04-30
3052,VA,Fauquier County,105,<20,2020-04-30
3053,WV,Grant County,<20,0,2020-04-30
3054,TX,Sterling County,0,0,2020-04-30
3055,VA,Lunenburg County,<20,0,2020-04-30
3056,WV,Harrison County,30,<20,2020-04-30
3057,WA,Benton County,415,39,2020-04-30
3058,NC,Cumberland County,218,<20,2020-04-30
3059,VA,New Kent County,21,<20,2020-04-30
3060,WA,Cowlitz County,39,0,2020-04-30
3061,VA,Fluvanna County,73,<20,2020-04-30
3062,WV,McDowell County,<20,0,2020-04-30
3063,TX,Marion County,<20,0,2020-04-30
3064,TX,Stonewall County,0,0,2020-04-30
3065,WV,Jackson County,129,<20,2020-04-30
3066,VA,Matthews County,<20,0,2020-04-30
3067,NC,Craven County,39,<20,2020-04-30
3068,TX,Lynn County,<20,<20,2020-04-30
3069,VA,Northampton County,35,0,2020-04-30
3070,WA,Douglas County,75,<20,2020-04-30
3071,TX,Rockwall County,58,<20,2020-04-30
3072,VA,Virginia Beach City,359,<20,2020-04-30
3073,TX,San Saba County,0,0,2020-04-30
3074,TX,Somervell County,0,0,2020-04-30
3075,UT,Iron County,21,<20,2020-04-30
3076,WV,Doddridge County,0,0,2020-04-30
3077,TX,Martin County,<20,0,2020-04-30
3078,TX,Lipscomb County,<20,0,2020-04-30
3079,NC,Chowan County,<20,0,2020-04-30
3080,WI,Brown County,920,<20,2020-04-30
3081,WV,Lincoln County,<20,0,2020-04-30
3082,VA,Northumberland County,<20,0,2020-04-30
3083,TX,Mason County,<20,0,2020-04-30
3084,VA,Nottoway County,<20,0,2020-04-30
3085,TX,Limestone County,<20,<20,2020-04-30
3086,UT,Millard County,<20,0,2020-04-30
3087,TN,Hardeman County,<20,0,2020-04-30
3088,TX,Sutton County,0,0,2020-04-30
3089,UT,Salt Lake County,2263,24,2020-04-30
3090,NC,Columbus County,94,<20,2020-04-30
3091,WV,Jefferson County,77,0,2020-04-30
3092,VA,Orange County,27,0,2020-04-30
3093,VA,Page County,89,0,2020-04-30
3094,VA,Patrick County,<20,0,2020-04-30
3095,VA,Pittsylvania County,<20,<20,2020-04-30
3096,VA,Powhatan County,<20,0,2020-04-30
3097,VA,Prince Edward County,41,<20,2020-04-30
3098,VA,Prince George County,31,0,2020-04-30
3099,VA,Prince William County,1449,20,2020-04-30
3100,VA,Pulaski County,<20,0,2020-04-30
3101,VA,Rappahannock County,<20,0,2020-04-30
3102,VA,Richmond County,141,0,2020-04-30
3103,VA,Roanoke County,41,0,2020-04-30
3104,WV,Pleasants County,<20,0,2020-04-30
3105,VA,Danville City,33,<20,2020-04-30
3106,WA,Okanogan County,21,<20,2020-04-30
3107,VA,Hanover County,109,<20,2020-04-30
3108,TX,Grimes County,<20,<20,2020-04-30
3109,TX,Hardin County,96,<20,2020-04-30
3110,VA,Alleghany County,<20,0,2020-04-30
3111,TN,Shelby County,2376,44,2020-04-30
3112,SD,Meade County,<20,0,2020-04-30
3113,TX,King County,0,0,2020-04-30
3114,WI,Kenosha County,348,<20,2020-04-30
3115,TN,DeKalb County,<20,0,2020-04-30
3116,TX,Hemphill County,<20,0,2020-04-30
3117,TX,Webb County,346,<20,2020-04-30
3118,VA,Martinsville city,<20,0,2020-04-30
3119,VA,Buckingham County,55,0,2020-04-30
3120,WV,Calhoun County,0,0,2020-04-30
3121,NC,Catawba County,51,<20,2020-04-30
3122,WI,Marathon County,<20,<20,2020-04-30
3123,WI,Adams County,<20,<20,2020-04-30
3124,TN,Hamblen County,<20,<20,2020-04-30
3125,TX,Liberty County,39,0,2020-04-30
3126,TX,Stephens County,<20,0,2020-04-30
3127,VA,Lee County,<20,0,2020-04-30
3128,VA,Winchester city,36,0,2020-04-30
3129,UT,Kane County,<20,0,2020-04-30
3130,WI,Ozaukee County,86,<20,2020-04-30
3131,TX,Matagorda County,60,<20,2020-04-30
3132,WI,Chippewa County,21,0,2020-04-30
3133,WI,Columbia County,27,<20,2020-04-30
3134,TX,Maverick County,<20,0,2020-04-30
3135,WI,Clark County,20,<20,2020-04-30
3136,TX,Medina County,<20,<20,2020-04-30
3137,VA,Russell County,<20,0,2020-04-30
3138,TX,Menard County,0,0,2020-04-30
3139,WI,Portage County,<20,0,2020-04-30
3140,WI,Pierce County,<20,0,2020-04-30
3141,VA,Shenandoah County,79,<20,2020-04-30
3142,WI,Price County,<20,0,2020-04-30
3143,WI,Dodge County,32,<20,2020-04-30
3144,WI,Pepin County,0,0,2020-04-30
3145,VA,Rockingham County,216,<20,2020-04-30
3146,WI,Dane County,417,22,2020-04-30
3147,VA,Smyth County,<20,0,2020-04-30
3148,WI,Polk County,<20,0,2020-04-30
3149,VA,Scott County,<20,<20,2020-04-30
3150,WI,Door County,<20,<20,2020-04-30
3151,VA,Southampton County,115,<20,2020-04-30
3152,WI,Richland County,<20,<20,2020-04-30
3153,WI,Douglas County,<20,0,2020-04-30
3154,VA,Spotsylvania County,126,<20,2020-04-30
3155,WI,Dunn County,<20,0,2020-04-30
3156,VA,Stafford County,221,<20,2020-04-30
3157,WI,Rock County,178,<20,2020-04-30
3158,WI,Rusk County,<20,0,2020-04-30
3159,WI,St. Croix County,<20,0,2020-04-30
3160,WI,Florence County,<20,0,2020-04-30
3161,WI,Sauk County,44,<20,2020-04-30
3162,WI,Fond du Lac County,69,<20,2020-04-30
3163,VA,Rockbridge County,<20,0,2020-04-30
3164,WI,Crawford County,<20,0,2020-04-30
3165,WI,Eau Claire County,27,0,2020-04-30
3166,WI,Sawyer County,<20,0,2020-04-30
3167,WI,Shawano County,<20,0,2020-04-30
3168,WI,Forest County,0,0,2020-04-30
3169,WI,Grant County,32,<20,2020-04-30
3170,WI,Sheboygan County,46,<20,2020-04-30
3171,WI,Taylor County,0,0,2020-04-30
3172,WI,Green Lake County,<20,0,2020-04-30
3173,WI,Trempealeau County,<20,0,2020-04-30
3174,WI,Vilas County,<20,0,2020-04-30
3175,WI,Racine County,308,<20,2020-04-30
3176,VA,Surry County,<20,<20,2020-04-30
3177,WI,Green County,<20,0,2020-04-30
3178,WI,Walworth County,139,<20,2020-04-30
3179,WI,Washburn County,<20,0,2020-04-30
3180,WI,Washington County,96,<20,2020-04-30
3181,WI,Waupaca County,<20,<20,2020-04-30
3182,WI,Waushara County,<20,0,2020-04-30
3183,WI,Winnebago County,48,<20,2020-04-30
3184,WI,Wood County,<20,0,2020-04-30
3185,WY,Albany County,<20,0,2020-04-30
3186,WY,Big Horn County,<20,0,2020-04-30
3187,WY,Campbell County,<20,0,2020-04-30
3188,WI,Vernon County,<20,0,2020-04-30
3189,WI,Waukesha County,321,<20,2020-04-30
3190,WY,Statewide Unallocated,0,0,2020-04-30
3191,WY,Carbon County,<20,0,2020-04-30
3192,WY,Converse County,<20,0,2020-04-30
3193,WY,Crook County,<20,0,2020-04-30
3194,WY,Fremont County,101,0,2020-04-30
